code,cat_code,source_channel_quantity_152bf0ce464047b9499ccb9e5b9b77a8,source_channel_quantity_3ab2427543039f8c9f17d06f6f65a3a7,source_channel_quantity_5a97b8efd901c1d28ff86522b95babb9,source_channel_quantity_67c19e107de33cab7ea9a9db8bc9ccd2,source_channel_quantity_7261d300057219056592010c7bdaf5ee,source_channel_quantity_98defd6ee70dfb1dea416cecdf391f58,source_channel_quantity_9d3e0fcbc1f16d80a76026e8f1c26002,source_channel_quantity_a578e71c3216f513a84ec6a46084fd3a,source_channel_quantity_af082bb0c2fa1414655017d464aa0262,source_channel_quantity_ea2912716be1999ab62d5b9dfa4f58f9,month_quantity_1,month_quantity_2,month_quantity_4,month_quantity_5,month_quantity_6,month_quantity_7,month_quantity_8,month_quantity_9,month_quantity_10,month_quantity_11,month_quantity_12,perc_pis_cofins_quantity_0.0,perc_pis_cofins_quantity_9.25
e6762ba2ffbca07ab6cee7551caeaad5,1,0.2130064555022482,0.0,0.0,0.0,0.1784421715184894,0.40487804878048794,0.9849906191369605,0.2926829268292683,0.0,0.0,0.18154203520057177,0.04878048780487805,0.27822944896115626,0.21341463414634146,0.4074279379157427,0.0,0.0,0.06290115532734275,0.7941463414634147,0.1289198606271777,0.33658536585365856,0.0,1.0
d408e1b5e841dde4e15a4cfa182e3812,5,0.05981688133967244,0.0,0.35958904109589035,0.0,0.0,0.341095890410959,0.2766069546891465,0.1643835616438356,0.0,0.2928082191780822,0.45882884239048616,0.0821917808219178,0.03906646372399797,0.11986301369863013,0.0,0.2745952677459526,0.17979452054794523,0.0,0.0,0.33789954337899547,0.4536986301369863,0.0,1.0
29424aaf6e27a8dbe4b7273a0a39131d,5,0.14886246606123027,0.0,0.0,0.0,0.0,0.14147727272727276,0.34418706293706297,0.4204545454545456,0.0,0.5465198863636364,0.16916416916416918,0.4772727272727273,0.5671296296296295,0.2585227272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.015681818181818182,0.005681818181818182,0.9943181818181818
723f73c85e91fc31d147dfade389d4f9,0,0.14906174647095083,0.0,0.026355421686746983,0.0,0.24974737660318702,0.3666666666666668,0.5271084337349398,0.23293172690763056,0.05941005400914,0.19314759036144574,0.09715050678906101,0.12048192771084337,0.16607169418414397,0.14407630522088352,0.2750547645125958,0.48973165388828027,0.22138554216867476,0.1812513210737688,0.24369477911646584,0.23704341174220692,0.20506024096385542,0.0,1.0
54209126056016c7c391c0c8fd8e6eff,0,0.06022941155580811,0.0,0.0,0.0,0.0,0.20034482758620695,0.5338196286472149,0.19310344827586207,0.10202140309155766,0.22112068965517248,0.27591259315397243,0.15172413793103448,0.27535121328224776,0.22931034482758622,0.023040752351097173,0.023040752351097173,0.0,0.0,0.0,0.35238095238095246,0.6281379310344828,0.0,1.0
c443d252c048280160fc427766d9f1f4,0,0.06282924227044731,0.0,0.0,0.0,0.052634021814806226,0.05971223021582736,0.5326508024349751,0.4028776978417266,0.10642520466385512,0.4613309352517986,0.18741929533296436,0.04316546762589928,0.20516919797495334,0.45323741007194246,0.04807063440156965,0.024035317200784823,0.0,0.018553578190079516,0.10647482014388489,0.3042137718396712,0.6353956834532375,0.0,1.0
374e1947dcb8f4848f4ada6f04921edd,0,0.09124306377484363,0.04569211703216769,0.07835820895522387,0.0,0.0,0.1486567164179105,0.6027554535017221,0.26865671641791045,0.17663407102418938,0.25522388059701495,0.3554972390793287,0.21492537313432836,0.28092868988391373,0.29776119402985074,0.0,0.0,0.0,0.0,0.0,0.3628997867803838,0.1977313432835821,0.0,1.0
60424117a2618c7184687046fa5693c4,0,0.0,0.0,0.0,0.0,0.10759013282732446,0.18308823529411775,0.24745475113122167,0.5294117647058824,0.43509127789046664,0.7072610294117647,0.21891833656539533,0.14705882352941174,0.16775599128540306,0.21875,0.0,0.0,0.0,0.22755417956656349,0.37,0.2331932773109244,0.5276470588235295,0.014705882352941175,0.9852941176470588
193628b6634713730d3c506f2da0ff58,0,0.062163383486499205,0.05326651416119516,0.029065169250237263,0.0085416007592534,0.0763784429182272,0.13916482125909527,0.17886258000146013,0.12780765580512496,0.060838451384873836,0.1927198671306549,0.29374948577732507,0.1347674786459981,0.4691436137181154,0.26352420120215125,0.054959592764085005,0.19870006614707658,0.08885637456501108,0.10524650760085916,0.12828851629231255,0.1142646239134692,0.16415058525782983,0.00347991142043657,0.9965200885795634
d4592ab52cb9cd5af0510943a4c8e28c,0,0.05598246586918061,0.016353482057453177,0.0,0.0,0.0,0.11527777777777781,0.2013477975016437,0.2991452991452991,0.09482758620689655,0.33112980769230765,0.3240505932813625,0.18589743589743593,0.4326527382082937,0.35710470085470086,0.028554778554778552,0.0,0.0,0.005510571300044985,0.12017094017094017,0.13176638176638175,0.24474358974358978,0.008547008547008548,0.9914529914529916
5fb59bee157577ee04a269e52af88598,0,0.04344907798802078,0.22846058516083848,0.0,0.0,0.14559460760712567,0.17893864013267002,0.26789131266743205,0.10613598673300166,0.1471950591868245,0.10634328358208955,0.0894914924765671,0.10281923714759536,0.13715373748541243,0.3598673300165838,0.10526910900045228,0.16621438263229307,0.16106965174129353,0.24805795583486082,0.15708126036484246,0.44412856353154867,0.16477611940298512,0.003316749585406302,0.9966832504145936
2ab0e87dbce6ac45502aa1d2a8265933,0,0.023042914711325,0.0,0.0,0.023746701846965694,0.21234147587028687,0.13139841688654358,0.17759285569311953,0.3113456464379947,0.07806387043945044,0.42298812664907653,0.20621067586766795,0.1266490765171504,0.20316622691292877,0.17546174142480211,0.12341088990165508,0.2468217798033101,0.15237467018469658,0.19052909318150257,0.2186807387862797,0.26498303807010937,0.1820580474934037,0.0026385224274406327,0.9973614775725592
32ceebf3efea1d04ace4183d20d4da5b,0,0.16410733884489898,0.4505566967271831,0.49154073587385017,0.0,0.10575219363316518,0.354467805519054,0.9614121095724251,0.1902759526938239,0.10497077348316641,0.14886662286465177,0.2616376177479988,0.058869908015768725,0.04984182605733197,0.24536793692509853,0.18131346314657745,0.1848255883407,0.18799277266754272,0.2440002766443046,0.4406938239159001,0.13544208747888115,0.11460709592641263,0.0007884362680683312,0.9992115637319317
760693745e10b0c5e68c42214c729b0d,0,0.1160602108802179,0.11570656800269724,0.019202633504023407,0.0021945866861741038,0.24262217712438353,0.31370397464033173,0.7763115937951344,0.3013899049012436,0.07575107837449234,0.3335771762984638,0.1420220030315129,0.028773469885393806,0.07579903727184877,0.3588758839307486,0.13278912017024674,0.1930737514131808,0.20482809070958308,0.24211039669400275,0.53050475493782,0.15509573739273813,0.09623994147768837,0.001706900755913192,0.9982930992440868
f5f92c2a12f182115c45288a6ef28e94,0,0.12185950710128618,0.0,0.030523255813953484,0.0,0.17014253563390846,0.5790697674418608,0.40697674418604657,0.12093023255813955,0.034402566158781074,0.0745639534883721,0.28128460686600215,0.12558139534883722,0.19233419465977605,0.20755813953488372,0.34963002114164904,0.32632135306553905,0.0061046511627906985,0.14993880048959607,0.20651162790697677,0.21716500553709858,0.19255813953488377,0.002325581395348837,0.9976744186046512
6ace63708a91744bea8a68311bb3506c,0,0.0720566392375592,0.0,0.0,0.0,0.3138933248163526,0.2191419141914192,0.3998476770753998,0.20462046204620465,0.04882212359166951,0.3879950495049506,0.1903794775081904,0.15181518151815182,0.11294462779611292,0.17904290429042907,0.0882088208820882,0.3307830783078307,0.35519801980198024,0.1617161716171617,0.253993399339934,0.26748389124626754,0.1366336633663367,0.0033003300330033004,0.9966996699669968
ee2b4e97025f5ca840570265c4288c99,0,0.08129368713982078,0.0,0.034906914893617025,0.0,0.17512010981468776,0.2648936170212767,0.5907324058919804,0.20212765957446807,0.15737344093910488,0.28424202127659576,0.11877484217909748,0.1276595744680851,0.348896769109535,0.2746010638297872,0.4176136363636363,0.02665618955512572,0.006981382978723407,0.43896976483762595,0.17319148936170212,0.07966058763931105,0.13946808510638298,0.005319148936170214,0.9946808510638298
525848b647262de5fd7be193b17cdaac,0,0.10547421105787655,0.0,0.02113526570048308,0.014492753623188403,0.05890603085553997,0.26731078904991956,0.44438250959990094,0.1996779388083736,0.0,0.24094202898550723,0.1048763367603947,0.1288244766505636,0.16532474503488992,0.21980676328502416,0.0,0.010759771629336841,0.08454106280193237,0.08721078057462496,0.3145893719806763,0.5106970324361629,0.39111111111111113,0.003220611916264089,0.996779388083736
cbeb3a98c1c9b01522db6ee2128ed805,0,0.0504230062101165,0.0,0.0,0.0,0.06758548759591747,0.15334872979214778,0.2953455320660863,0.4387990762124711,0.06832842239388386,0.345554272517321,0.24925344093935314,0.22632794457274824,0.3424856727397143,0.20207852193995382,0.0,0.0,0.06062355658198616,0.14294396499331471,0.24609699769053114,0.24007478279995603,0.2358429561200924,0.0046189376443418,0.9953810623556582
09f544ec2a74c89abeec7b0590fc2d11,0,0.035053241243775936,0.0,0.0,0.0,0.08390056229653743,0.25699541284403676,0.2778757939308398,0.15137614678899086,0.10178740904776969,0.1715883027522936,0.24753839432738514,0.004587155963302754,0.19295786612300372,0.17259174311926606,0.0,0.0,0.17459862385321104,0.3844760985031386,0.1289908256880734,0.3495522062035824,0.5190825688073395,0.002293577981651377,0.9977064220183486
1dbe25b2fd344aed0c444fd6b715525b,0,0.023350975068428276,0.0,0.0,0.0,0.03912368466448163,0.2441176470588237,0.30594405594405594,0.12834224598930483,0.03955375253549695,0.0571524064171123,0.263697087226499,0.20320855614973266,0.20588235294117643,0.15441176470588236,0.0,0.0,0.11229946524064173,0.29650999155643115,0.16620320855614978,0.2355487649605297,0.3542245989304814,0.0,1.0
5e4c14883e5a606fac56b2630da5dca7,0,0.02282212023238374,0.16000201260393215,0.1486280487804878,0.0,0.012745869394177814,0.2747386759581883,0.36937148217636023,0.0975609756097561,0.12885978613480717,0.26998040069686413,0.09887557274316855,0.0,0.017389340560072266,0.23628048780487804,0.0,0.0,0.0,0.11681643132220797,0.5079442508710802,0.5494441679110669,0.7573170731707318,0.003484320557491289,0.9965156794425089
b763aecfcfc8cbac2c3a51488d33480a,0,0.019984587358334503,0.0,0.0,0.0,0.4520262788809331,0.22791762013729983,0.5544798450976941,0.20823798627002288,0.050777242957468625,0.5625,0.34278002699055327,0.18993135011441648,0.20230528010848373,0.1061212814645309,0.1376118161015186,0.2369981277303931,0.29133295194508013,0.30687703239792846,0.0711212814645309,0.12901819766808326,0.10421052631578949,0.0022883295194508014,0.9977116704805492
e13f7f001fe2b1af072a3d50d3058284,0,0.09256943175218842,0.20396783920477035,0.05564809206541489,0.0,0.0,0.2312537855844943,0.505521129385454,0.22531798909751666,0.044800434428455056,0.4790278619018776,0.40912933220625525,0.21683827983040585,0.39729008232945234,0.16853422168382792,0.0,0.0020235669841969046,0.0,0.0,0.24024227740763174,0.2571890052205013,0.1638279830405815,0.0006056935190793457,0.9993943064809206
453d427550d3816e446d4882bf67a75f,0,0.03550107591704137,0.0,0.0,0.0,0.009913453973249413,0.14620596205962064,0.32833020637898686,0.4254742547425474,0.04008971124194001,0.7240853658536585,0.365605487556707,0.23306233062330625,0.5410017063133594,0.24661246612466123,0.0,0.0,0.0,0.0,0.08422764227642275,0.18621757646147896,0.11967479674796747,0.0013550135501355016,0.9986449864498644
f9a023f31c8087fd0c169b3bedd351d1,0,0.07528676444476014,0.0,0.0,0.015517241379310345,0.05045606229143493,0.20034482758620695,0.46419098143236076,0.20344827586206896,0.10202140309155766,0.23954741379310351,0.20853858784893267,0.1827586206896552,0.23601532567049807,0.1900862068965517,0.011520376175548587,0.011520376175548587,0.0,0.38239564428312156,0.5256551724137931,0.12454844006568146,0.3521379310344828,0.003448275862068965,0.9965517241379308
373cc1cfc10a45488be6b97bd5e94c44,0,0.0,0.0,0.0,0.08294930875576037,0.1348595213319459,0.42073732718894025,0.3411910669975186,0.30414746543778803,0.1363419672652153,0.29550691244239635,0.08575142215695211,0.16589861751152074,0.03942652329749104,0.1854838709677419,0.0,0.01539589442815249,0.0,0.5229202037351444,0.4774193548387097,0.37349133201667767,0.33069124423963125,0.018433179723502304,0.9815668202764976
498556cd1dade09f21fea97d3c916875,0,0.04154740568787905,0.18933317761664156,0.0,0.0,0.013922224609434947,0.24481446241674604,0.6596281929298105,0.2530922930542341,0.02815052987302733,0.5389509990485253,0.5577106052843445,0.15033301617507136,0.3364696761461747,0.1831588962892483,0.0635758152408961,0.04132427990658247,0.01498572787821123,0.02699183734788923,0.045061845861084686,0.22966788999139146,0.3308848715509039,0.0009514747859181732,0.9990485252140818
c348d9bc6a152d8d34489a79ab9452a7,0,0.011225275932637759,0.0,0.1012210796915167,0.0,0.07523011858363048,0.341388174807198,0.4325687166304133,0.04627249357326478,0.0760570871376651,0.3296915167095116,0.10523837773195095,0.41131105398457585,0.22726839950490332,0.12146529562982006,0.2748305678896938,0.40365739658798777,0.09447300771208228,0.0066296847517250705,0.12174807197943444,0.19928999877585996,0.14190231362467867,0.007712082262210797,0.9922879177377892
4ceedf57303e127d31a164c7ae5791d8,0,0.057550343825978095,0.7817341604267899,0.1081136738056013,0.0,0.0843705160227454,0.8067545304777596,0.26612596629071095,0.03953871499176277,0.14622507527126058,0.22889209225700166,0.08890176270736404,0.08896210873146623,0.202025748977973,0.051894563426688634,0.41279766362138676,0.1926389096899805,0.24649917627677106,0.29740743952137344,0.34622734761120266,0.14513218796579588,0.10457990115321253,0.0,1.0
3657af9de7395eaba0dbcbcaa6fd90be,0,0.0,0.0,0.0,0.0,0.19380474257637256,0.2748344370860929,0.22287315333672955,0.1456953642384106,0.0,0.42466887417218546,0.12323217621230866,0.09271523178807947,0.4910473387294579,0.08112582781456953,0.24337748344370858,0.26550270921131847,0.15645695364238416,0.1024747298710352,0.2744370860927152,0.3033743298643961,0.18278145695364242,0.006622516556291391,0.9933774834437086
75caad099f6f8c205e22e93826732c22,0,0.21712536486278894,0.0,0.02417127071823204,0.0,0.013473534129388702,0.29042357274401487,0.5454030315908769,0.28360957642725604,0.054486568870261,0.15745856353591162,0.2741518763618211,0.2357274401473297,0.2678534888479639,0.2159300184162063,0.006152687091913611,0.0,0.0,0.023747213337210426,0.22349907918968692,0.35043409629044986,0.34563535911602217,0.003683241252302026,0.9963167587476981
0bbe09e34a11e8e31cf49d6f8df2992d,0,0.11196493173836122,0.0,0.0,0.0,0.5359801488833748,0.364835164835165,0.46844181459566075,0.4175824175824176,0.1625615763546798,0.3914835164835165,0.2999101021079043,0.10989010989010989,0.25071225071225073,0.1923076923076923,0.1346153846153846,0.03671328671328671,0.20192307692307696,0.06612685560053981,0.1734798534798535,0.322693179836037,0.4650549450549451,0.003663003663003664,0.9963369963369964
5837d4e32e5382af65d33b4dfbd9f561,0,0.059309097966670124,0.0,0.06685059422750424,0.0,0.2856892491374117,0.25365025466893043,0.9027687083714245,0.08828522920203737,0.07534687664656636,0.14516129032258066,0.053707469666722615,0.04753820033955858,0.12104634345720931,0.13964346349745332,0.48213458867109116,0.39705201419972214,0.5258913412563667,0.38968814225717097,0.16081494057724957,0.12563667232597628,0.15463497453310698,0.0,1.0
51016cd454b391dd0b0e23b2b16b6fc3,0,0.06666614256177235,0.0,0.0,0.0,0.41886234917508003,0.44351145038167944,0.6422489724016442,0.13740458015267176,0.1693866807054488,0.08158396946564886,0.07102312445823895,0.03816793893129771,0.14150409951936666,0.14026717557251908,0.535565579458709,0.3442921582234559,0.430820610687023,0.4823222177581359,0.12427480916030534,0.14122137404580154,0.12641221374045802,0.0038167938931297713,0.9961832061068704
c80a47e4c53432d9ee8cd98c9ce13769,0,0.07806851617037106,0.0,0.15643623361144215,0.0,0.29648198700449846,0.34624553039332545,0.4973869991748419,0.08820023837902263,0.03526365541901278,0.2420292014302742,0.204045457919117,0.04529201430274137,0.258332229726747,0.16060786650774733,0.5256257449344457,0.5734099035648499,0.22213945172824795,0.11373188633084498,0.15523241954707984,0.1995005391906465,0.15790226460071513,0.0011918951132300355,0.99880810488677
618ea23457368cf423b03d6b8fede992,0,0.025838061170391054,0.0,0.0,0.0,0.3030349303302157,0.5402366863905327,0.39827036868456983,0.31952662721893493,0.0,0.7588757396449706,0.20920302577107314,0.0,0.33749726057418356,0.2692307692307693,0.07907477138246369,0.3756051640667025,0.13979289940828404,0.2441606976019932,0.31526627218934905,0.22936038320653707,0.2286390532544379,0.0,1.0
a7772a34be22f0fd09f0ef36b6eb337f,0,0.0,0.0,0.0,0.0,0.0,0.22035398230088502,0.5360789652825051,0.1946902654867257,0.0,0.7566371681415929,0.4116827125676683,0.05309734513274336,0.5552277941658473,0.418141592920354,0.0,0.0,0.0,0.41080577550069863,0.026194690265486726,0.0,0.3175221238938054,0.0,1.0
