code,cat_code,source_channel_quantity_152bf0ce464047b9499ccb9e5b9b77a8,source_channel_quantity_2934a86a91bfa55d7f20b4f08a441fac,source_channel_quantity_3ab2427543039f8c9f17d06f6f65a3a7,source_channel_quantity_5a97b8efd901c1d28ff86522b95babb9,source_channel_quantity_67c19e107de33cab7ea9a9db8bc9ccd2,source_channel_quantity_7261d300057219056592010c7bdaf5ee,source_channel_quantity_98defd6ee70dfb1dea416cecdf391f58,source_channel_quantity_9d3e0fcbc1f16d80a76026e8f1c26002,source_channel_quantity_a578e71c3216f513a84ec6a46084fd3a,source_channel_quantity_af082bb0c2fa1414655017d464aa0262,source_channel_quantity_b76eb9b8fc0f17098812da9117d3e500,source_channel_quantity_e9b49f9086ba813ca3f0b321710fef16,source_channel_quantity_ea2912716be1999ab62d5b9dfa4f58f9,source_channel_quantity_fc7020775a7cdf161ab5267985c54601,month_quantity_1,month_quantity_2,month_quantity_3,month_quantity_4,month_quantity_5,month_quantity_6,month_quantity_7,month_quantity_8,month_quantity_9,month_quantity_10,month_quantity_11,month_quantity_12,perc_pis_cofins_quantity_0.0,perc_pis_cofins_quantity_9.25,weekend_quantity_0,weekend_quantity_1,week_of_month_quantity_1,week_of_month_quantity_2,week_of_month_quantity_3,week_of_month_quantity_4,unit_liquid_cost_perc_std,unit_liquid_cost_perc_max,unit_liquid_cost_perc_min,unit_liquid_cost_perc_percentile_50,unit_markup_std,unit_markup_max,unit_markup_min,unit_markup_percentile_50,perc_icms_quantity__0_1,perc_icms_quantity__1_12,perc_icms_quantity__12_20,kmeans_cluster,hc_cluster
e6762ba2ffbca07ab6cee7551caeaad5,1,0.04878048780487805,0.0,0.0,0.0,0.0,0.024390243902439025,0.04878048780487805,0.14634146341463414,0.14634146341463414,0.0,0.5609756097560976,0.0,0.0,0.024390243902439025,0.0975609756097561,0.024390243902439025,0.04878048780487805,0.0975609756097561,0.12195121951219512,0.12195121951219512,0.0,0.0,0.024390243902439025,0.2682926829268293,0.07317073170731707,0.12195121951219512,0.0,1.0,0.7560975609756098,0.24390243902439024,0.17073170731707318,0.3170731707317073,0.2195121951219512,0.2926829268292683,0.1390843852400751,0.8734204146822353,0.4958339302394593,0.7136322777259979,0.3398411224210889,2.016804294770746,1.1449240058853174,1.4012819083611492,0.4390243902439024,0.0,0.5121951219512195,22,12
d408e1b5e841dde4e15a4cfa182e3812,5,0.0136986301369863,0.0,0.0,0.0273972602739726,0.0,0.0,0.0410958904109589,0.0410958904109589,0.0821917808219178,0.0,0.3287671232876712,0.0,0.0273972602739726,0.4383561643835616,0.2465753424657534,0.0410958904109589,0.1232876712328767,0.0136986301369863,0.0684931506849315,0.0,0.0821917808219178,0.0684931506849315,0.0,0.0,0.1917808219178082,0.1643835616438356,0.0,1.0,0.7397260273972602,0.2602739726027397,0.273972602739726,0.1780821917808219,0.2602739726027397,0.2876712328767123,0.17042274270257274,0.904900898180222,0.1980686158833971,0.7418571922387155,0.2715319283419721,1.9995156628277937,1.1050933886915402,1.3346289058080865,0.2191780821917808,0.0,0.547945205479452,11,22
29424aaf6e27a8dbe4b7273a0a39131d,5,0.03409090909090909,0.0,0.0,0.0,0.0,0.0,0.017045454545454544,0.05113636363636364,0.2102272727272728,0.0,0.18181818181818185,0.0,0.05113636363636364,0.4545454545454545,0.09090909090909093,0.23863636363636365,0.3181818181818182,0.19886363636363635,0.14772727272727273,0.0,0.0,0.0,0.0,0.0,0.0,0.005681818181818182,0.005681818181818182,0.9943181818181818,0.6761363636363636,0.32386363636363635,0.2272727272727273,0.24431818181818185,0.2840909090909091,0.24431818181818185,0.12881087847727934,0.7414346805688259,0.209398261044526,0.5732365213674355,0.389380486122675,2.7912055190085,1.2943058325430326,1.57451637360905,0.19886363636363635,0.0,0.7954545454545455,11,22
723f73c85e91fc31d147dfade389d4f9,0,0.034136546184738964,0.0,0.0,0.002008032128514056,0.0,0.034136546184738964,0.04417670682730924,0.0783132530120482,0.11646586345381528,0.004016064257028112,0.6385542168674698,0.0,0.018072289156626502,0.030120481927710843,0.052208835341365466,0.060240963855421686,0.07228915662650602,0.058232931726907626,0.0823293172690763,0.0823293172690763,0.1465863453815261,0.08433734939759037,0.07028112449799198,0.0823293172690763,0.13453815261044175,0.07429718875502007,0.0,1.0,0.7228915662650602,0.27710843373493976,0.21887550200803213,0.2751004016064257,0.24899598393574296,0.2570281124497992,0.06333345561546452,1.0147045673160378,0.3531058113105133,0.7684544796878237,0.09818822433297653,1.6050184495723785,0.9855085235745688,1.3013132943709884,0.0823293172690763,0.8995983935742973,0.018072289156626502,20,13
54209126056016c7c391c0c8fd8e6eff,0,0.013793103448275862,0.0,0.0,0.0,0.0,0.0,0.02413793103448276,0.07931034482758621,0.09655172413793103,0.006896551724137931,0.3310344827586207,0.0,0.0206896551724138,0.42758620689655175,0.1482758620689655,0.07586206896551724,0.10689655172413794,0.09655172413793103,0.1310344827586207,0.006896551724137931,0.006896551724137931,0.0,0.0,0.0,0.2,0.2275862068965517,0.0,1.0,0.7551724137931034,0.2448275862068965,0.2310344827586207,0.2517241379310345,0.23793103448275865,0.2793103448275862,0.11354159872150114,0.8978723810706388,0.2634934792565629,0.5442469176189728,0.313577811925193,2.351887134676492,1.113744025412144,1.8057483699866919,0.496551724137931,0.0,0.4586206896551725,19,11
c443d252c048280160fc427766d9f1f4,0,0.014388489208633094,0.0,0.0,0.0,0.0,0.007194244604316547,0.007194244604316547,0.07913669064748201,0.2014388489208633,0.007194244604316547,0.23741007194244604,0.0,0.04316546762589928,0.4028776978417266,0.10071942446043164,0.02158273381294964,0.07913669064748201,0.07194244604316546,0.2589928057553957,0.014388489208633094,0.007194244604316547,0.0,0.007194244604316547,0.03597122302158273,0.17266187050359713,0.2302158273381295,0.0,1.0,0.7482014388489209,0.2517985611510791,0.2014388489208633,0.2949640287769784,0.2302158273381295,0.2733812949640288,0.12761047216693766,0.8288187329611383,0.1058169413956215,0.6555699064510686,0.30220904109696434,2.3075892823898987,1.2065364358106132,1.5114598259829812,0.2589928057553957,0.0,0.7194244604316546,12,17
374e1947dcb8f4848f4ada6f04921edd,0,0.020895522388059702,0.0,0.0029850746268656717,0.005970149253731343,0.0,0.0,0.01791044776119403,0.08955223880597014,0.13432835820895522,0.011940298507462687,0.4328358208955224,0.0,0.023880597014925373,0.25970149253731345,0.191044776119403,0.10746268656716418,0.15522388059701492,0.09850746268656717,0.1701492537313433,0.0,0.0,0.0,0.0,0.0,0.20597014925373133,0.07164179104477612,0.0,1.0,0.7671641791044777,0.2328358208955224,0.2149253731343284,0.3164179104477612,0.2447761194029851,0.22388059701492533,0.14094258093820605,0.9259902392838868,0.24503406611542325,0.6127766323024058,0.371794817303398,2.5382755149770526,1.0799249901093435,1.6157938670504843,0.4358208955223881,0.0,0.4805970149253732,19,11
60424117a2618c7184687046fa5693c4,0,0.0,0.0,0.0,0.0,0.0,0.014705882352941175,0.02205882352941177,0.036764705882352935,0.2647058823529412,0.029411764705882363,0.2794117647058824,0.0,0.0661764705882353,0.2867647058823529,0.1176470588235294,0.07352941176470587,0.08823529411764706,0.05882352941176471,0.125,0.0,0.0,0.0,0.08823529411764706,0.125,0.1323529411764706,0.19117647058823528,0.014705882352941175,0.9852941176470588,0.7794117647058824,0.22058823529411764,0.2058823529411765,0.3161764705882353,0.22794117647058826,0.25,0.12550044947218564,0.77088496319342,0.2059598767260095,0.6401726655240272,0.33543633195055816,2.4520676989957,1.2972104110806135,1.5566247282996717,0.2352941176470588,0.0,0.7205882352941176,12,17
193628b6634713730d3c506f2da0ff58,0,0.014236001265422337,0.0,0.00347991142043657,0.002214489085732363,0.0009490667510281556,0.010439734261309713,0.01676684593483075,0.02657386902878836,0.06390382790256248,0.004112622587788674,0.2328377095855741,0.0,0.01803226826953496,0.6064536539069915,0.1578614362543499,0.06738373932299906,0.1414109459031952,0.16450490351154698,0.1505852578298007,0.016450490351154697,0.05947484973109776,0.03385004745333755,0.040809870294210696,0.04334071496361911,0.06485289465359062,0.05947484973109776,0.00347991142043657,0.9965200885795634,0.7522935779816514,0.24770642201834864,0.2116418854792787,0.26130971211641885,0.2938943372350522,0.23315406516925025,0.1478831352113325,1.1014551309497247,0.0680085735386847,0.5545347732233884,0.3940918477234174,3.366912855664628,0.9078899102660264,1.8018242440501284,0.4650427080037962,0.0,0.3989243910155014,23,15
d4592ab52cb9cd5af0510943a4c8e28c,0,0.01282051282051282,0.0,0.0010683760683760683,0.0,0.0,0.0,0.013888888888888888,0.02991452991452992,0.14957264957264954,0.00641025641025641,0.17094017094017094,0.0,0.03098290598290598,0.5844017094017094,0.17414529914529914,0.09294871794871797,0.1623931623931624,0.1517094017094017,0.20405982905982906,0.008547008547008548,0.0,0.0,0.002136752136752137,0.0405982905982906,0.07478632478632477,0.08867521367521368,0.008547008547008548,0.9914529914529916,0.7350427350427351,0.26495726495726496,0.2126068376068376,0.21794871794871795,0.3076923076923077,0.2617521367521368,0.1464660003556947,0.9286732984373052,0.11081090509232926,0.658104568334048,0.3676197278241845,3.1970944588313235,1.057488050982475,1.511352251014229,0.24145299145299146,0.0,0.7467948717948718,0,2
